taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
7757729	Neea verticillata Ruiz & Pav.	7757729	Neea verticillata Ruiz & Pav.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Nyctaginaceae	6718	Neea	3086079	Neea verticillata	7757729	NE
8078174	Cyrillopsis micrantha (Steyerm.) P.E.Berry & N.Ramírez	8078174	Cyrillopsis micrantha (Steyerm.) P.E.Berry & N.Ramírez	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Ixonanthaceae	4259125	Cyrillopsis	4259133	Cyrillopsis micrantha	8078174	VU
8192196	Pteris podophylla Sw.	8192196	Pteris podophylla Sw.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Pteridaceae	2367	Pteris	2651676	Pteris podophylla	8192196	NE
2693191	Xyris frequens Maguire & L.B.Sm.	2693191	Xyris frequens Maguire & L.B.Sm.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Xyridaceae	8496	Xyris	2692599	Xyris frequens	2693191	NE
2705953	Eleusine indica (L.) Gaertn.	2705953	Eleusine indica (L.) Gaertn.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Eleusine	2705952	Eleusine indica	2705953	LC
2869701	Spathiphyllum cannifolium (Dryand. ex Sims) Schott	2869701	Spathiphyllum cannifolium (Dryand. ex Sims) Schott	44	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Spathiphyllum	2869649	Spathiphyllum cannifolium	2869701	NE
3104771	Clibadium surinamense L.	3104771	Clibadium surinamense L.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Clibadium	3104738	Clibadium surinamense	3104771	LC
3152661	Gossypium hirsutum L.	3152661	Gossypium hirsutum L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Gossypium	3152652	Gossypium hirsutum	3152661	VU
3587017	Passiflora phaeocaula Killip	3587017	Passiflora phaeocaula Killip	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Passifloraceae	2378	Passiflora	2874172	Passiflora phaeocaula	3587017	NE
3992544	Protium amazonicum (Cuatrec.) Daly	3992544	Protium amazonicum (Cuatrec.) Daly	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Burseraceae	6659	Protium	7286732	Protium amazonicum	3992544	LC
4033692	Ruprechtia tenuiflora Benth.	4033692	Ruprechtia tenuiflora Benth.	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Ruprechtia	8220246	Ruprechtia tenuiflora	4033692	LC
4073854	Matisia floccosa Fern.Alonso	4073854	Matisia floccosa Fern.Alonso	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Matisia	7296118	Matisia floccosa	4073854	NE
4144008	Reimarochloa acuta (Flüggé) Hitchc.	9401750	Paspalum stagnophilum Morrone & Zuloaga	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Paspalum	2705540	Paspalum stagnophilum	9401750	NE
4144603	Eragrostis maypurensis (Kunth) Steud.	4144603	Eragrostis maypurensis (Kunth) Steud.	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Eragrostis	2705322	Eragrostis maypurensis	4144603	NE
5381657	Phyllanthus hyssopifolioides Kunth	5381657	Phyllanthus hyssopifolioides Kunth	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Phyllanthaceae	8807	Phyllanthus	3061139	Phyllanthus hyssopifolioides	5381657	NE
5650920	Erisma splendens Stafleu	5650920	Erisma splendens Stafleu	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Vochysiaceae	3231623	Erisma	3231629	Erisma splendens	5650920	NE
7848675	Diospyros artanthifolia Mart. ex Miq.	7848675	Diospyros artanthifolia Mart. ex Miq.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ebenaceae	6709	Diospyros	3030169	Diospyros artanthifolia	7848675	LC
8924323	Ludwigia hyssopifolia (G.Don) Exell	8924323	Ludwigia hyssopifolia (G.Don) Exell	17	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Onagraceae	2430	Ludwigia	3189286	Ludwigia hyssopifolia	8924323	LC
2873587	Anthurium kunthii Poepp.	2873587	Anthurium kunthii Poepp.	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Anthurium	2872218	Anthurium kunthii	2873587	NE
2951907	Hymenolobium excelsum Ducke	2951907	Hymenolobium excelsum Ducke	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Hymenolobium	7783451	Hymenolobium excelsum	2951907	NE
2972922	Albizia guachapele (Kunth) Dugand	2972923	Pseudosamanea guachapele (Kunth) Harms	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Pseudosamanea	8107622	Pseudosamanea guachapele	2972923	NE
3072468	Aparisthmium cordatum (A.Juss.) Baill.	3072468	Aparisthmium cordatum (A.Juss.) Baill.	25	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Aparisthmium	3072467	Aparisthmium cordatum	3072468	LC
3157090	Xylopia polyantha R.E.Fr.	3157090	Xylopia polyantha R.E.Fr.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Annonaceae	9291	Xylopia	3157015	Xylopia polyantha	3157090	LC
3721913	Stylogyne longifolia (C.Mart.) Mez	3721913	Stylogyne longifolia (C.Mart.) Mez	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Primulaceae	6674	Stylogyne	3169452	Stylogyne longifolia	3721913	LC
3860304	Comolia microphylla Benth.	3860304	Comolia microphylla Benth.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Comolia	3860011	Comolia microphylla	3860304	NE
3862481	Aciotis acuminifolia (DC.) Triana	3862481	Aciotis acuminifolia (DC.) Triana	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Aciotis	3861666	Aciotis acuminifolia	3862481	NE
4002903	Oryctanthus spicatus (Jacq.) Eichler	4002903	Oryctanthus spicatus (Jacq.) Eichler	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Loranthaceae	6663	Oryctanthus	7288086	Oryctanthus spicatus	4002903	NE
5239376	Dictyonema glabratum (Spreng.) D.Hawksw.	5239365	Cora glabrata (Spreng.) Fr.	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hygrophoraceae	4176	Cora	2523580	Cora glabrata	5239365	NE
5358137	Inga alba (Sw.) Willd.	5358137	Inga alba (Sw.) Willd.	20	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Inga	2965936	Inga alba	5358137	LC
7327933	Cavendishia tarapotana (Meisn.) Benth. & Hook.fil.	7327933	Cavendishia tarapotana (Meisn.) Benth. & Hook.fil.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Cavendishia	3234119	Cavendishia tarapotana	7327933	NE
7328472	Disterigma alaternoides (Kunth) Nied.	7328472	Disterigma alaternoides (Kunth) Nied.	18	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Disterigma	7718378	Disterigma alaternoides	7328472	LC
2695467	Tillandsia pallescens Betancur & Néstor García	2695467	Tillandsia pallescens Betancur & Néstor García	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Bromeliaceae	3740	Tillandsia	8279994	Tillandsia pallescens	2695467	VU
2703494	Trachypogon spicatus (L.f.) Kuntze	2703494	Trachypogon spicatus (L.f.) Kuntze	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Trachypogon	2703493	Trachypogon spicatus	2703494	NE
2839230	Elleanthus aurantiacus (Lindl.) Rchb.f.	2839230	Elleanthus aurantiacus (Lindl.) Rchb.f.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Elleanthus	8236864	Elleanthus aurantiacus	2839230	NE
2870714	Philodendron deflexum Poepp. ex Schott	2870714	Philodendron deflexum Poepp. ex Schott	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Philodendron	2861312	Philodendron deflexum	2870714	NE
2886355	Elaeoluma schomburgkiana (Miq.) Baill.	2886355	Elaeoluma schomburgkiana (Miq.) Baill.	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Sapotaceae	8802	Elaeoluma	2886342	Elaeoluma schomburgkiana	2886355	LC
2904000	Calycophyllum spruceanum (Benth.) Hook.f. ex K.Schum.	2904000	Calycophyllum spruceanum (Benth.) Hook.f. ex K.Schum.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Calycophyllum	2903995	Calycophyllum spruceanum	2904000	NE
2926970	Marsypianthes chamaedrys (Vahl) Kuntze	2926970	Marsypianthes chamaedrys (Vahl) Kuntze	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Marsypianthes	2926969	Marsypianthes chamaedrys	2926970	NE
3055543	Alchornea castaneifolia (Humb. & Bonpl. ex Willd.) A.Juss.	3055543	Alchornea castaneifolia (Humb. & Bonpl. ex Willd.) A.Juss.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Alchornea	3055345	Alchornea castaneifolia	3055543	LC
3057455	Croton yavitensis Croizat	3057455	Croton yavitensis Croizat	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Croton	3057454	Croton yavitensis	3057455	NE
3129148	Baccharis mutisiana Cuatrec.	3129148	Baccharis mutisiana Cuatrec.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Baccharis	3129135	Baccharis mutisiana	3129148	NE
3708913	Simaba cedron Planch.	9250677	Homalolepis cedron (Planch.) Devecchi & Pirani	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Simaroubaceae	2395	Homalolepis	7329598	Homalolepis cedron	9250677	LC
5333916	Micropholis egensis (A.DC.) Pierre	5333916	Micropholis egensis (A.DC.) Pierre	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Sapotaceae	8802	Micropholis	2887381	Micropholis egensis	5333916	LC
5336783	Notopleura siggersiana (Standl.) C.M.Taylor	5336783	Notopleura siggersiana (Standl.) C.M.Taylor	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Notopleura	2901654	Notopleura siggersiana	5336783	NE
5338365	Manettia reclinata L.	5338365	Manettia reclinata L.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Manettia	2906969	Manettia reclinata	5338365	NE
5383753	Gustavia longifolia Poepp. ex O.Berg	5383753	Gustavia longifolia Poepp. ex O.Berg	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Lecythidaceae	3990	Gustavia	3082580	Gustavia longifolia	5383753	NE
7306422	Hyptis conferta Pohl ex Benth.	7306422	Hyptis conferta Pohl ex Benth.	22	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Hyptis	2926807	Hyptis conferta	7306422	NE
10888657	Thelypteris decussata Linnaeus, 1753	10888657	Thelypteris decussata Linnaeus, 1753	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Thelypteridaceae	6618	Thelypteris	5937466	Thelypteris decussata	10888657	NE
2874219	Passiflora subpeltata Ortega	2874219	Passiflora subpeltata Ortega	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Passifloraceae	2378	Passiflora	2874172	Passiflora subpeltata	2874219	NE
3152085	Corchorus hirtus L.	3152085	Corchorus hirtus L.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Corchorus	3032212	Corchorus hirtus	3152085	NE
3623682	Gurania eriantha (Poepp. & Endl.) Cogn.	3623682	Gurania eriantha (Poepp. & Endl.) Cogn.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Gurania	7317515	Gurania eriantha	3623682	NE
3840428	Coutoubea minor Kunth	3840428	Coutoubea minor Kunth	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Gentianaceae	2503	Coutoubea	7269915	Coutoubea minor	3840428	NE
3861245	Miconia abbreviata Markgr.	3861245	Miconia abbreviata Markgr.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia abbreviata	3861245	NT
3904942	Vitex klugii Moldenke	3904942	Vitex klugii Moldenke	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Vitex	2925556	Vitex klugii	3904942	LC
4114608	Elionurus muticus (Spreng.) Kuntze	4114608	Elionurus muticus (Spreng.) Kuntze	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Elionurus	2703619	Elionurus muticus	4114608	NE
5336711	Notopleura macrophylla (Ruiz & Pav.) C.M.Taylor	5336711	Notopleura macrophylla (Ruiz & Pav.) C.M.Taylor	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Notopleura	2901654	Notopleura macrophylla	5336711	NE
5357108	Cassia fistula L.	5357108	Cassia fistula L.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Cassia	2963414	Cassia fistula	5357108	LC
5401760	Ageratum houstonianum Mill.	5401760	Ageratum houstonianum Mill.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Ageratum	3138550	Ageratum houstonianum	5401760	NE
7307971	Aegiphila glabrata Moldenke	7307971	Aegiphila glabrata Moldenke	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Aegiphila	9156446	Aegiphila glabrata	7307971	LC
7973429	Phlegmariurus affinis (Trevis.) B.Øllg.	7973429	Phlegmariurus affinis (Trevis.) B.Øllg.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Lycopodiales	421	Lycopodiaceae	6725	Phlegmariurus	7641693	Phlegmariurus affinis	7973429	NE
2734102	Geonoma stricta (Poit.) Kunth	2734102	Geonoma stricta (Poit.) Kunth	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Geonoma	2734029	Geonoma stricta	2734102	NE
2920270	Psychotria bracteocardia (DC.) Müll.Arg.	9237911	Palicourea bracteocardia (DC.) Delprete & J.H.Kirkbr.	12	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Palicourea	2898662	Palicourea bracteocardia	9237911	NE
2967580	Desmodium wydlerianum Urb.	2967580	Desmodium wydlerianum Urb.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Desmodium	2967050	Desmodium wydlerianum	2967580	NE
3155720	Guatteria gracilipes R.E.Fr.	3155720	Guatteria gracilipes R.E.Fr.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Annonaceae	9291	Guatteria	3155604	Guatteria gracilipes	3155720	LC
3696317	Ouratea steyermarkii Sastre	3696317	Ouratea steyermarkii Sastre	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Ochnaceae	6642	Ouratea	3189667	Ouratea steyermarkii	3696317	NE
3778869	Aphelandra hylaea Leonard	3778869	Aphelandra hylaea Leonard	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Acanthaceae	2393	Aphelandra	3173228	Aphelandra hylaea	3778869	NE
3937390	Malvaviscus concinnus Kunth	3937390	Malvaviscus concinnus Kunth	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Malvaviscus	3152774	Malvaviscus concinnus	3937390	NE
3986504	Quiina rhytidopus Tul.	3986504	Quiina rhytidopus Tul.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Quiinaceae	3986433	Quiina	7285768	Quiina rhytidopus	3986504	NE
4030864	Vochysia angustifolia Ducke	4030864	Vochysia angustifolia Ducke	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Vochysiaceae	3231623	Vochysia	8225540	Vochysia angustifolia	4030864	NE
5347431	Zygia cataractae (Kunth) L.Rico	5347431	Zygia cataractae (Kunth) L.Rico	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Zygia	2939650	Zygia cataractae	5347431	LC
5415336	Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.	5415336	Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Gesneriaceae	6654	Chrysothemis	3172903	Chrysothemis pulchella	5415336	NE
5555958	Clusia spathulifolia Engl.	5555958	Clusia spathulifolia Engl.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Clusiaceae	6646	Clusia	3189424	Clusia spathulifolia	5555958	NE
5579512	Salacia impressifolia (Miers) A.C.Sm.	5579512	Salacia impressifolia (Miers) A.C.Sm.	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Celastrales	950	Celastraceae	6715	Salacia	3169160	Salacia impressifolia	5579512	LC
2692543	Abolboda killipii Lasser	2692543	Abolboda killipii Lasser	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Xyridaceae	8496	Abolboda	2692513	Abolboda killipii	2692543	NE
2709171	Fimbristylis quinquangularis (Vahl) Kunth	2709171	Fimbristylis quinquangularis (Vahl) Kunth	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Fimbristylis	2708034	Fimbristylis quinquangularis	2709171	LC
2734350	Geonoma euspatha Burret	2734350	Geonoma euspatha Burret	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Geonoma	2734029	Geonoma euspatha	2734350	NE
2756818	Costus arabicus L.	2756818	Costus arabicus L.	13	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Costaceae	4492	Costus	2756771	Costus arabicus	2756818	NE
2865435	Apalanthe granatensis (Humb. & Bonpl.) Planch.	5329202	Elodea granatensis Humb. & Bonpl.	7	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Hydrocharitaceae	3721	Elodea	7454696	Elodea granatensis	5329202	NE
2918060	Spermacoce exilis (L.O.Williams) C.D.Adams ex W.C.Burger & C.M.Taylor	2918060	Spermacoce exilis (L.O.Williams) C.D.Adams ex W.C.Burger & C.M.Taylor	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Spermacoce	2918053	Spermacoce exilis	2918060	NE
2928677	Evolvulus filipes Mart.	2928677	Evolvulus filipes Mart.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Evolvulus	2928670	Evolvulus filipes	2928677	NE
2968593	Dalbergia ecastaphyllum (L.) Taub.	2968593	Dalbergia ecastaphyllum (L.) Taub.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Dalbergia	2968358	Dalbergia ecastaphyllum	2968593	LC
3035004	Dendropanax neblinae Maguire, Steyerm. & Frodin	3035004	Dendropanax neblinae Maguire, Steyerm. & Frodin	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Dendropanax	3034954	Dendropanax neblinae	3035004	NE
3588360	Passiflora spinosa (Poepp. & Endl.) Mast.	3588360	Passiflora spinosa (Poepp. & Endl.) Mast.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Passifloraceae	2378	Passiflora	2874172	Passiflora spinosa	3588360	NE
3623397	Gurania lobata (L.) Pruski	3623397	Gurania lobata (L.) Pruski	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Gurania	7317515	Gurania lobata	3623397	NE
3860801	Miconia alata (Aubl.) DC.	3860801	Miconia alata (Aubl.) DC.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia alata	3860801	NE
3861884	Aciotis polystachya (Bonpl.) Triana	3861884	Aciotis polystachya (Bonpl.) Triana	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Aciotis	3861666	Aciotis polystachya	3861884	NE
3862015	Rhynchanthera grandiflora (Aubl.) DC.	3862015	Rhynchanthera grandiflora (Aubl.) DC.	14	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Rhynchanthera	2804116	Rhynchanthera grandiflora	3862015	NE
3866301	Clidemia pustulata DC.	10690623	Miconia fenestrata (Benth.) Michelang.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia fenestrata	10690623	NE
4127340	Gymnopogon fastigiatus Nees	4127340	Gymnopogon fastigiatus Nees	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Gymnopogon	2705515	Gymnopogon fastigiatus	4127340	NE
4260607	Lueheopsis althaeiflora (Spruce ex Benth.) Burret	4260607	Lueheopsis althaeiflora (Spruce ex Benth.) Burret	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Lueheopsis	7311106	Lueheopsis althaeiflora	4260607	LC
4927144	Ipomoea mauritiana Jacq.	4927144	Ipomoea mauritiana Jacq.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Convolvulaceae	2389	Ipomoea	2928509	Ipomoea mauritiana	4927144	NE
7291221	Coccoloba declinata (Vell.) Mart.	7291221	Coccoloba declinata (Vell.) Mart.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Coccoloba	2888822	Coccoloba declinata	7291221	LC
8113584	Vismia baccifera (L.) Triana & Planch.	8113584	Vismia baccifera (L.) Triana & Planch.	35	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Vismia	3189574	Vismia baccifera	8113584	LC
2766151	Heteranthera reniformis Ruiz & Pav.	2766151	Heteranthera reniformis Ruiz & Pav.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Commelinales	553	Pontederiaceae	3731	Heteranthera	2766108	Heteranthera reniformis	2766151	NE
2868520	Caladium macrotites Schott	2868520	Caladium macrotites Schott	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Caladium	2868340	Caladium macrotites	2868520	NE
2883851	Pradosia cochlearia (Lecomte) T.D.Penn.	2883851	Pradosia cochlearia (Lecomte) T.D.Penn.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Sapotaceae	8802	Pradosia	2883827	Pradosia cochlearia	2883851	NE
2918070	Spermacoce macrocephala (Standl. & Steyerm.) Govaerts	2918070	Spermacoce macrocephala (Standl. & Steyerm.) Govaerts	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Spermacoce	2918053	Spermacoce macrocephala	2918070	NE
2923409	Psychotria ulviformis Steyerm.	9334557	Palicourea alba (Aubl.) Delprete & J.H.Kirkbr.	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Palicourea	2898662	Palicourea alba	9334557	NE
