taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
5580503	Zygia claviflora (Spruce ex Benth.) Barneby & J.W.Grimes	5580503	Zygia claviflora (Spruce ex Benth.) Barneby & J.W.Grimes	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Zygia	2939650	Zygia claviflora	5580503	LC
5592044	Columnea strigosa Benth.	5592044	Columnea strigosa Benth.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Gesneriaceae	6654	Columnea	3172890	Columnea strigosa	5592044	NE
5634627	Carolus sinemariensis (Aubl.) W.R.Anderson	5634627	Carolus sinemariensis (Aubl.) W.R.Anderson	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Malpighiaceae	6676	Carolus	3231247	Carolus sinemariensis	5634627	NE
7291019	Sloanea steyermarkii C.E.Sm.	7291019	Sloanea steyermarkii C.E.Sm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Elaeocarpaceae	2435	Sloanea	3152097	Sloanea steyermarkii	7291019	NE
8109993	Malouetia tamaquarina (Aubl.) A.DC.	8109993	Malouetia tamaquarina (Aubl.) A.DC.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Malouetia	7317134	Malouetia tamaquarina	8109993	LC
2815832	Dimerandra emarginata (G.Mey.) Hoehne	2815832	Dimerandra emarginata (G.Mey.) Hoehne	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Dimerandra	2815831	Dimerandra emarginata	2815832	NE
2874484	Carica papaya L.	2874484	Carica papaya L.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Caricaceae	6636	Carica	2874482	Carica papaya	2874484	DD
2921186	Psychotria muscosa (Jacq.) Steyerm.	2921186	Psychotria muscosa (Jacq.) Steyerm.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Psychotria	2919963	Psychotria muscosa	2921186	NE
2931046	Solanum pectinatum Dunal	2931046	Solanum pectinatum Dunal	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum pectinatum	2931046	NE
3068937	Euphorbia hirta L.	3068937	Euphorbia hirta L.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia hirta	3068937	NE
3600149	Cyathea bradei (P.G.Windisch) Lellinger	3600149	Cyathea bradei (P.G.Windisch) Lellinger	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Cyatheales	7229402	Cyatheaceae	6624	Cyathea	2650273	Cyathea bradei	3600149	NE
4087112	Bixa urucurana Willd.	4087112	Bixa urucurana Willd.	25	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Bixaceae	6637	Bixa	2874862	Bixa urucurana	4087112	LC
5352104	Swartzia schultesii R.S.Cowan	5352104	Swartzia schultesii R.S.Cowan	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Swartzia	2950920	Swartzia schultesii	5352104	NE
5420509	Psidium guineense Sw.	5420509	Psidium guineense Sw.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Myrtaceae	5014	Psidium	3187232	Psidium guineense	5420509	LC
7285401	Spachea elegans (G.Mey.) A.Juss.	7285401	Spachea elegans (G.Mey.) A.Juss.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Malpighiaceae	6676	Spachea	7285388	Spachea elegans	7285401	LC
7297953	Utricularia nervosa G.Weber ex Benj.	7297953	Utricularia nervosa G.Weber ex Benj.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lentibulariaceae	2391	Utricularia	3172398	Utricularia nervosa	7297953	LC
7319200	Arachniodes denticulata (Sw.) Ching	7319200	Arachniodes denticulata (Sw.) Ching	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dryopteridaceae	2373	Arachniodes	2650950	Arachniodes denticulata	7319200	NE
7335571	Adiantum serratodentatum Willd.	7335571	Adiantum serratodentatum Willd.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Pteridaceae	2367	Adiantum	2650796	Adiantum serratodentatum	7335571	NE
2868390	Caladium bicolor (Aiton) Vent.	2868390	Caladium bicolor (Aiton) Vent.	15	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Caladium	2868340	Caladium bicolor	2868390	NE
2872456	Anthurium clavigerum Poepp.	2872456	Anthurium clavigerum Poepp.	20	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Anthurium	2872218	Anthurium clavigerum	2872456	NE
2900333	Sabicea panamensis Wernham	2900333	Sabicea panamensis Wernham	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Sabicea	2900141	Sabicea panamensis	2900333	NE
2929153	Solanum grandiflorum Ruiz & Pav.	2929153	Solanum grandiflorum Ruiz & Pav.	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum grandiflorum	2929153	NE
2930066	Solanum occultum Bohs	2930066	Solanum occultum Bohs	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Solanales	1176	Solanaceae	7717	Solanum	2928997	Solanum occultum	2930066	LC
3152209	Theobroma bicolor Humb. & Bonpl.	3152209	Theobroma bicolor Humb. & Bonpl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Theobroma	2984934	Theobroma bicolor	3152209	LC
3660791	Spondias venosa Mart. ex Colla	3660775	Spondias venulosa Mart. ex Engl.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Spondias	3190592	Spondias venulosa	3660775	NE
3862169	Tibouchina karstenii Cogn.	3862169	Tibouchina karstenii Cogn.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Tibouchina	3188517	Tibouchina karstenii	3862169	NE
3866995	Miconia elaeoides Naudin	3866995	Miconia elaeoides Naudin	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia elaeoides	3866995	NE
3984445	Heteropterys atabapensis W.R.Anderson	3984445	Heteropterys atabapensis W.R.Anderson	24	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Malpighiaceae	6676	Heteropterys	3191290	Heteropterys atabapensis	3984445	NE
4074878	Rinorea macrocarpa (C.Mart. ex Eichler) Kuntze	4074878	Rinorea macrocarpa (C.Mart. ex Eichler) Kuntze	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Violaceae	6631	Rinorea	7296208	Rinorea macrocarpa	4074878	NE
4260569	Apeiba glabra Aubl.	4260569	Apeiba glabra Aubl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Apeiba	3152049	Apeiba glabra	4260569	LC
5286006	Podocarpus oleifolius D.Don	5286006	Podocarpus oleifolius D.Don	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Podocarpaceae	8830	Podocarpus	5284386	Podocarpus oleifolius	5286006	LC
5340379	Geophila repens (L.) I.M.Johnst.	5340379	Geophila repens (L.) I.M.Johnst.	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Geophila	2919183	Geophila repens	5340379	NE
5355476	Ormosia macrocalyx Ducke	5355476	Ormosia macrocalyx Ducke	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Ormosia	2960439	Ormosia macrocalyx	5355476	LC
5599902	Graffenrieda santamartensis Wurdack	5599902	Graffenrieda santamartensis Wurdack	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Graffenrieda	7398997	Graffenrieda santamartensis	5599902	NE
7588175	Tetrapterys styloptera A.Juss.	11157770	Glicophyllum stylopterum (A.Juss.) R.F.Almeida	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Malpighiaceae	6676	Glicophyllum	11142520	Glicophyllum stylopterum	11157770	LC
7653535	Melochia pilosa (Mill.) Fawc. & Rendle	7653535	Melochia pilosa (Mill.) Fawc. & Rendle	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Melochia	3152114	Melochia pilosa	7653535	NE
8250451	Sterculia colombiana Sprague	8250451	Sterculia colombiana Sprague	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Sterculia	3152129	Sterculia colombiana	8250451	LC
2918843	Spermacoce tenuior L.	2918843	Spermacoce tenuior L.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Spermacoce	2918053	Spermacoce tenuior	2918843	NE
2968670	Dalbergia riedelii (Benth.) Sandwith	2968670	Dalbergia riedelii (Benth.) Sandwith	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Dalbergia	2968358	Dalbergia riedelii	2968670	LC
3086412	Peperomia pellucida (L.) Kunth	3086412	Peperomia pellucida (L.) Kunth	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Piperales	404	Piperaceae	6678	Peperomia	3086367	Peperomia pellucida	3086412	NE
3685316	Sparattanthelium glabrum Rusby	3685316	Sparattanthelium glabrum Rusby	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Hernandiaceae	2495	Sparattanthelium	7326411	Sparattanthelium glabrum	3685316	NE
3708918	Picramnia latifolia Tul.	3708918	Picramnia latifolia Tul.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Picramniales	7223737	Picramniaceae	3694522	Picramnia	8118842	Picramnia latifolia	3708918	LC
3760960	Goupia glabra Aubl.	3760960	Goupia glabra Aubl.	29	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Goupiaceae	3760957	Goupia	7340133	Goupia glabra	3760960	LC
3860745	Henriettea mucronata (Gleason) S.S.Renner	3860745	Henriettea mucronata (Gleason) S.S.Renner	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Henriettea	3188527	Henriettea mucronata	3860745	NE
4152606	Paspalum trinitense (Mez) S.Denham	4125194	Thrasya trinitensis Mez	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Thrasya	7708799	Thrasya trinitensis	4125194	NE
4158176	Begonia barrigae L.B.Sm. & Schub.	4158176	Begonia barrigae L.B.Sm. & Schub.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Begoniaceae	6638	Begonia	2874710	Begonia barrigae	4158176	NE
5330901	Xanthosoma sagittifolium (L.) Schott	5330901	Xanthosoma sagittifolium (L.) Schott	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Xanthosoma	2872044	Xanthosoma sagittifolium	5330901	NE
5390770	Gnaphalium antennarioides Franch., 1893	5390770	Gnaphalium antennarioides Franch., 1893	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Gnaphalium	5390705	Gnaphalium antennarioides	5390770	NE
7274105	Tetrathylacium macrophyllum Poepp. & Endl.	7274105	Tetrathylacium macrophyllum Poepp. & Endl.	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Salicaceae	6664	Tetrathylacium	7274104	Tetrathylacium macrophyllum	7274105	LC
7326417	Sparattanthelium amazonum Mart.	7326417	Sparattanthelium amazonum Mart.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Hernandiaceae	2495	Sparattanthelium	7326411	Sparattanthelium amazonum	7326417	NE
7439875	Waltheria glomerata C.Presl	7439875	Waltheria glomerata C.Presl	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Waltheria	3152104	Waltheria glomerata	7439875	NE
8147126	Polygonum hydropiperoides Pursh, 1813	8147126	Polygonum hydropiperoides Pursh, 1813	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Polygonaceae	2416	Polygonum	2889077	Polygonum hydropiperoides	8147126	NE
2697985	Aechmea mertensii (G.Mey.) Schult. & Schult.f.	2697985	Aechmea mertensii (G.Mey.) Schult. & Schult.f.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Bromeliaceae	3740	Aechmea	2697812	Aechmea mertensii	2697985	NE
2794015	Prosthechea aemula (Lindl.) W.E.Higgins	2794015	Prosthechea aemula (Lindl.) W.E.Higgins	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Prosthechea	2793960	Prosthechea aemula	2794015	NE
2869465	Dieffenbachia longispatha Engl. & K.Krause	2869465	Dieffenbachia longispatha Engl. & K.Krause	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Dieffenbachia	2869330	Dieffenbachia longispatha	2869465	NE
2872779	Anthurium bogotense Schott	2872779	Anthurium bogotense Schott	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Araceae	6979	Anthurium	2872218	Anthurium bogotense	2872779	LC
2886233	Sarcaulus brasiliensis (A.DC.) Eyma	2886233	Sarcaulus brasiliensis (A.DC.) Eyma	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Sapotaceae	8802	Sarcaulus	2886224	Sarcaulus brasiliensis	2886233	LC
2892112	Duroia maguirei Steyerm.	2892112	Duroia maguirei Steyerm.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Duroia	2892076	Duroia maguirei	2892112	NE
2894695	Guettarda crispiflora Vahl	2894695	Guettarda crispiflora Vahl	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Rubiaceae	8798	Guettarda	2894616	Guettarda crispiflora	2894695	LC
2984335	Urera caracasana (Jacq.) Griseb.	2984335	Urera caracasana (Jacq.) Griseb.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Urticaceae	6639	Urera	2984329	Urera caracasana	2984335	LC
2985290	Licania cardiophylla Prance	10771241	Leptobalanus cardiophyllus (Prance) Sothers & Prance	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Chrysobalanaceae	9111	Leptobalanus	9798427	Leptobalanus cardiophyllus	10771241	NE
3686089	Chaunochiton angustifolium Sleumer	3686089	Chaunochiton angustifolium Sleumer	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Santalales	934	Aptandraceae	4924613	Chaunochiton	7326509	Chaunochiton angustifolium	3686089	NE
3785232	Paullinia bracteosa Radlk.	3785232	Paullinia bracteosa Radlk.	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Paullinia	3189948	Paullinia bracteosa	3785232	NE
3988955	Cuphea philombria Lourteig	3988955	Cuphea philombria Lourteig	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Lythraceae	6684	Cuphea	3188676	Cuphea philombria	3988955	NE
3990142	Cuphea melvilla Lindl.	3990142	Cuphea melvilla Lindl.	12	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Lythraceae	6684	Cuphea	3188676	Cuphea melvilla	3990142	LC
3992504	Trattinnickia glaziovii Swart	3992504	Trattinnickia glaziovii Swart	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Burseraceae	6659	Trattinnickia	7286734	Trattinnickia glaziovii	3992504	LC
4045609	Lastreopsis amplissima (C.Presl) Tindale	4045609	Lastreopsis amplissima (C.Presl) Tindale	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dryopteridaceae	2373	Lastreopsis	2650946	Lastreopsis amplissima	4045609	NE
5372466	Colubrina glandulosa Perkins	5372466	Colubrina glandulosa Perkins	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rhamnaceae	2407	Colubrina	3039524	Colubrina glandulosa	5372466	LC
5556145	Clusia panapanari (Aubl.) Choisy	5556145	Clusia panapanari (Aubl.) Choisy	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Clusiaceae	6646	Clusia	3189424	Clusia panapanari	5556145	LC
7249977	Porina epiphylla Fée	7249977	Porina epiphylla Fée	1	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Ostropales	1279	Porinaceae	8391	Porina	2594161	Porina epiphylla	7249977	NE
2739059	Iriartea deltoidea Ruiz & Pav.	2739059	Iriartea deltoidea Ruiz & Pav.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Iriartea	2739058	Iriartea deltoidea	2739059	LC
3038719	Schefflera bogotensis Cuatrec.	3038719	Schefflera bogotensis Cuatrec.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Schefflera	3037700	Schefflera bogotensis	3038719	LC
3858039	Tococa hirta Berg ex Triana	10721829	Miconia tocohirta Michelang.	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Melastomataceae	6683	Miconia	3188558	Miconia tocohirta	10721829	NE
5349322	Pterocarpus rohrii Vahl	5349322	Pterocarpus rohrii Vahl	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Pterocarpus	5349236	Pterocarpus rohrii	5349322	NE
7270765	Saurauia excelsa Willd.	7270765	Saurauia excelsa Willd.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Actinidiaceae	2385	Saurauia	7270665	Saurauia excelsa	7270765	NE
7316973	Lacmellea arborescens (Müll.Arg.) Markgr.	7316973	Lacmellea arborescens (Müll.Arg.) Markgr.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Lacmellea	7316922	Lacmellea arborescens	7316973	LC
8185571	Spondias mombin Jacq.	8185571	Spondias mombin Jacq.	23	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Spondias	3190592	Spondias mombin	8185571	NE
8260433	Crotalaria pallida Aiton	8260433	Crotalaria pallida Aiton	13	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Crotalaria	2941719	Crotalaria pallida	8260433	NE
8345311	Prunus integrifolia (C.Presl) Walp.	8345311	Prunus integrifolia (C.Presl) Walp.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Prunus	3020559	Prunus integrifolia	8345311	LC
2797545	Sobralia cattleya Rchb.f.	2797545	Sobralia cattleya Rchb.f.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Sobralia	2797375	Sobralia cattleya	2797545	NE
2977939	Abarema microcalyx (Spruce ex Benth.) Barneby & J.W.Grimes	2977939	Abarema microcalyx (Spruce ex Benth.) Barneby & J.W.Grimes	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Abarema	2977807	Abarema microcalyx	2977939	LC
2985479	Licania latifolia Benth.	10602692	Hymenopus latifolius (Benth. ex Hook.fil.) Sothers & Prance	8	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Chrysobalanaceae	9111	Hymenopus	9714684	Hymenopus latifolius	10602692	NE
3035019	Dendropanax macrocarpus Cuatrec.	3035019	Dendropanax macrocarpus Cuatrec.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Apiales	1351	Araliaceae	8800	Dendropanax	3034954	Dendropanax macrocarpus	3035019	NE
3058765	Croton orinocensis Müll.Arg.	3058765	Croton orinocensis Müll.Arg.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Croton	3057454	Croton orinocensis	3058765	NE
3122143	Piptocoma niceforoi (Cuatrec.) Pruski	3122143	Piptocoma niceforoi (Cuatrec.) Pruski	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Piptocoma	3122102	Piptocoma niceforoi	3122143	NE
3155947	Guatteria ferruginea A.St.-Hil.	3155947	Guatteria ferruginea A.St.-Hil.	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Annonaceae	9291	Guatteria	3155604	Guatteria ferruginea	3155947	LC
3172977	Pachystachys spicata (Ruiz & Pav.) Wassh.	3172977	Pachystachys spicata (Ruiz & Pav.) Wassh.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Acanthaceae	2393	Pachystachys	3172976	Pachystachys spicata	3172977	NE
3615081	Couma catingae Ducke	3615081	Couma catingae Ducke	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Couma	7316606	Couma catingae	3615081	NE
3621389	Tabernaemontana undulata Vahl	3621389	Tabernaemontana undulata Vahl	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Tabernaemontana	3169624	Tabernaemontana undulata	3621389	LC
3713883	Vismia lauriformis (Lam.) Choisy	3713883	Vismia lauriformis (Lam.) Choisy	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Hypericaceae	4900406	Vismia	3189574	Vismia lauriformis	3713883	LC
3744151	Virola schultesii A.C.Sm.	3744151	Virola schultesii A.C.Sm.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Myristicaceae	2439	Virola	3152843	Virola schultesii	3744151	LC
4259369	Triumfetta mollissima Kunth	4259369	Triumfetta mollissima Kunth	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Triumfetta	3152064	Triumfetta mollissima	4259369	NE
7359337	Ocotea bofo Kunth	7359337	Ocotea bofo Kunth	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Ocotea	3034076	Ocotea bofo	7359337	LC
7898345	Paullinia hispida Jacq.	7898345	Paullinia hispida Jacq.	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Paullinia	3189948	Paullinia hispida	7898345	NE
2650518	Campyloneurum repens (Aubl.) C.Presl	2650518	Campyloneurum repens (Aubl.) C.Presl	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Polypodiaceae	2368	Campyloneurum	7500358	Campyloneurum repens	2650518	NE
2650776	Dennstaedtia dissecta (Sw.) Moore	2650776	Dennstaedtia dissecta (Sw.) Moore	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Dennstaedtiaceae	6623	Dennstaedtia	10847691	Dennstaedtia dissecta	2650776	NE
2703456	Oryza latifolia Desv.	2703456	Oryza latifolia Desv.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Oryza	2703455	Oryza latifolia	2703456	LC
2754303	Bomarea angustipetala (Benth.) Baker	2754301	Bomarea pauciflora (Kunth) Herb.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Alstroemeriaceae	7695	Bomarea	2753928	Bomarea pauciflora	2754301	NE
2760708	Heliconia juruana Loes.	2760708	Heliconia juruana Loes.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Heliconiaceae	4677	Heliconia	2760545	Heliconia juruana	2760708	NE
2760960	Heliconia lasiorachis L.Andersson	2760960	Heliconia lasiorachis L.Andersson	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Heliconiaceae	4677	Heliconia	2760545	Heliconia lasiorachis	2760960	NE
